4677: T2_2H_BOW                                                        : Novice's Bow
3808: T4_HEAD_CLOTH_ROYAL@1                                            : Adept's Royal Cowl
3809: T4_HEAD_CLOTH_ROYAL@2                                            : Adept's Royal Cowl
3810: T4_HEAD_CLOTH_ROYAL@3                                            : Adept's Royal Cowl
3811: T5_HEAD_CLOTH_ROYAL                                              : Expert's Royal Cowl
3812: T5_HEAD_CLOTH_ROYAL@1                                            : Expert's Royal Cowl
3813: T5_HEAD_CLOTH_ROYAL@2                                            : Expert's Royal Cowl
3814: T5_HEAD_CLOTH_ROYAL@3                                            : Expert's Royal Cowl
3815: T6_HEAD_CLOTH_ROYAL                                              : Master's Royal Cowl
3816: T6_HEAD_CLOTH_ROYAL@1                                            : Master's Royal Cowl
3817: T6_HEAD_CLOTH_ROYAL@2                                            : Master's Royal Cowl
3818: T6_HEAD_CLOTH_ROYAL@3                                            : Master's Royal Cowl
3819: T7_HEAD_CLOTH_ROYAL                                              : Grandmaster's Royal Cowl
3820: T7_HEAD_CLOTH_ROYAL@1                                            : Grandmaster's Royal Cowl
3821: T7_HEAD_CLOTH_ROYAL@2                                            : Grandmaster's Royal Cowl
3822: T7_HEAD_CLOTH_ROYAL@3                                            : Grandmaster's Royal Cowl
3823: T8_HEAD_CLOTH_ROYAL                                              : Elder's Royal Cowl
3824: T8_HEAD_CLOTH_ROYAL@1                                            : Elder's Royal Cowl
3825: T8_HEAD_CLOTH_ROYAL@2                                            : Elder's Royal Cowl
3826: T8_HEAD_CLOTH_ROYAL@3                                            : Elder's Royal Cowl
3827: T4_ARMOR_CLOTH_ROYAL                                             : Adept's Royal Robe
3828: T4_ARMOR_CLOTH_ROYAL@1                                           : Adept's Royal Robe
3829: T4_ARMOR_CLOTH_ROYAL@2                                           : Adept's Royal Robe
3830: T4_ARMOR_CLOTH_ROYAL@3                                           : Adept's Royal Robe
3831: T5_ARMOR_CLOTH_ROYAL                                             : Expert's Royal Robe
3832: T5_ARMOR_CLOTH_ROYAL@1                                           : Expert's Royal Robe
3833: T5_ARMOR_CLOTH_ROYAL@2                                           : Expert's Royal Robe
3834: T5_ARMOR_CLOTH_ROYAL@3                                           : Expert's Royal Robe
3835: T6_ARMOR_CLOTH_ROYAL                                             : Master's Royal Robe
3836: T6_ARMOR_CLOTH_ROYAL@1                                           : Master's Royal Robe
3837: T6_ARMOR_CLOTH_ROYAL@2                                           : Master's Royal Robe
3838: T6_ARMOR_CLOTH_ROYAL@3                                           : Master's Royal Robe
3839: T7_ARMOR_CLOTH_ROYAL                                             : Grandmaster's Royal Robe
3840: T7_ARMOR_CLOTH_ROYAL@1                                           : Grandmaster's Royal Robe
3841: T7_ARMOR_CLOTH_ROYAL@2                                           : Grandmaster's Royal Robe
3842: T7_ARMOR_CLOTH_ROYAL@3                                           : Grandmaster's Royal Robe
3843: T8_ARMOR_CLOTH_ROYAL                                             : Elder's Royal Robe
3844: T8_ARMOR_CLOTH_ROYAL@1                                           : Elder's Royal Robe
3845: T8_ARMOR_CLOTH_ROYAL@2                                           : Elder's Royal Robe
3846: T8_ARMOR_CLOTH_ROYAL@3                                           : Elder's Royal Robe
3847: T4_SHOES_CLOTH_ROYAL                                             : Adept's Royal Sandals
3848: T4_SHOES_CLOTH_ROYAL@1                                           : Adept's Royal Sandals
3849: T4_SHOES_CLOTH_ROYAL@2                                           : Adept's Royal Sandals
3850: T4_SHOES_CLOTH_ROYAL@3                                           : Adept's Royal Sandals
3851: T5_SHOES_CLOTH_ROYAL                                             : Expert's Royal Sandals
3852: T5_SHOES_CLOTH_ROYAL@1                                           : Expert's Royal Sandals
3853: T5_SHOES_CLOTH_ROYAL@2                                           : Expert's Royal Sandals
3854: T5_SHOES_CLOTH_ROYAL@3                                           : Expert's Royal Sandals
3855: T6_SHOES_CLOTH_ROYAL                                             : Master's Royal Sandals
3856: T6_SHOES_CLOTH_ROYAL@1                                           : Master's Royal Sandals
3857: T6_SHOES_CLOTH_ROYAL@2                                           : Master's Royal Sandals
3858: T6_SHOES_CLOTH_ROYAL@3                                           : Master's Royal Sandals
3859: T7_SHOES_CLOTH_ROYAL                                             : Grandmaster's Royal Sandals
3860: T7_SHOES_CLOTH_ROYAL@1                                           : Grandmaster's Royal Sandals
3861: T7_SHOES_CLOTH_ROYAL@2                                           : Grandmaster's Royal Sandals
3862: T7_SHOES_CLOTH_ROYAL@3                                           : Grandmaster's Royal Sandals
3863: T8_SHOES_CLOTH_ROYAL                                             : Elder's Royal Sandals
3864: T8_SHOES_CLOTH_ROYAL@1                                           : Elder's Royal Sandals
3865: T8_SHOES_CLOTH_ROYAL@2                                           : Elder's Royal Sandals
3866: T8_SHOES_CLOTH_ROYAL@3                                           : Elder's Royal Sandals
3867: T4_HEAD_LEATHER_ROYAL                                            : Adept's Royal Hood
3868: T4_HEAD_LEATHER_ROYAL@1                                          : Adept's Royal Hood
3869: T4_HEAD_LEATHER_ROYAL@2                                          : Adept's Royal Hood
3870: T4_HEAD_LEATHER_ROYAL@3                                          : Adept's Royal Hood
3871: T5_HEAD_LEATHER_ROYAL                                            : Expert's Royal Hood
3872: T5_HEAD_LEATHER_ROYAL@1                                          : Expert's Royal Hood
3873: T5_HEAD_LEATHER_ROYAL@2                                          : Expert's Royal Hood
3874: T5_HEAD_LEATHER_ROYAL@3                                          : Expert's Royal Hood
3875: T6_HEAD_LEATHER_ROYAL                                            : Master's Royal Hood
3876: T6_HEAD_LEATHER_ROYAL@1                                          : Master's Royal Hood
3877: T6_HEAD_LEATHER_ROYAL@2                                          : Master's Royal Hood
3878: T6_HEAD_LEATHER_ROYAL@3                                          : Master's Royal Hood
3879: T7_HEAD_LEATHER_ROYAL                                            : Grandmaster's Royal Hood
3880: T7_HEAD_LEATHER_ROYAL@1                                          : Grandmaster's Royal Hood
3881: T7_HEAD_LEATHER_ROYAL@2                                          : Grandmaster's Royal Hood
3882: T7_HEAD_LEATHER_ROYAL@3                                          : Grandmaster's Royal Hood
3883: T8_HEAD_LEATHER_ROYAL                                            : Elder's Royal Hood
3884: T8_HEAD_LEATHER_ROYAL@1                                          : Elder's Royal Hood
3885: T8_HEAD_LEATHER_ROYAL@2                                          : Elder's Royal Hood
3886: T8_HEAD_LEATHER_ROYAL@3                                          : Elder's Royal Hood
3887: T4_ARMOR_LEATHER_ROYAL                                           : Adept's Royal Jacket
3888: T4_ARMOR_LEATHER_ROYAL@1                                         : Adept's Royal Jacket
3889: T4_ARMOR_LEATHER_ROYAL@2                                         : Adept's Royal Jacket
3890: T4_ARMOR_LEATHER_ROYAL@3                                         : Adept's Royal Jacket
3891: T5_ARMOR_LEATHER_ROYAL                                           : Expert's Royal Jacket
3892: T5_ARMOR_LEATHER_ROYAL@1                                         : Expert's Royal Jacket
3893: T5_ARMOR_LEATHER_ROYAL@2                                         : Expert's Royal Jacket
3894: T5_ARMOR_LEATHER_ROYAL@3                                         : Expert's Royal Jacket
3895: T6_ARMOR_LEATHER_ROYAL                                           : Master's Royal Jacket
3896: T6_ARMOR_LEATHER_ROYAL@1                                         : Master's Royal Jacket
3897: T6_ARMOR_LEATHER_ROYAL@2                                         : Master's Royal Jacket
3898: T6_ARMOR_LEATHER_ROYAL@3                                         : Master's Royal Jacket
3899: T7_ARMOR_LEATHER_ROYAL                                           : Grandmaster's Royal Jacket
3900: T7_ARMOR_LEATHER_ROYAL@1                                         : Grandmaster's Royal Jacket
3901: T7_ARMOR_LEATHER_ROYAL@2                                         : Grandmaster's Royal Jacket
3902: T7_ARMOR_LEATHER_ROYAL@3                                         : Grandmaster's Royal Jacket
3903: T8_ARMOR_LEATHER_ROYAL                                           : Elder's Royal Jacket
3904: T8_ARMOR_LEATHER_ROYAL@1                                         : Elder's Royal Jacket
3905: T8_ARMOR_LEATHER_ROYAL@2                                         : Elder's Royal Jacket
3906: T8_ARMOR_LEATHER_ROYAL@3                                         : Elder's Royal Jacket
3907: T4_SHOES_LEATHER_ROYAL                                           : Adept's Royal Shoes
3908: T4_SHOES_LEATHER_ROYAL@1                                         : Adept's Royal Shoes
3909: T4_SHOES_LEATHER_ROYAL@2                                         : Adept's Royal Shoes
3910: T4_SHOES_LEATHER_ROYAL@3                                         : Adept's Royal Shoes
3911: T5_SHOES_LEATHER_ROYAL                                           : Expert's Royal Shoes
3912: T5_SHOES_LEATHER_ROYAL@1                                         : Expert's Royal Shoes
3913: T5_SHOES_LEATHER_ROYAL@2                                         : Expert's Royal Shoes
3914: T5_SHOES_LEATHER_ROYAL@3                                         : Expert's Royal Shoes
3915: T6_SHOES_LEATHER_ROYAL                                           : Master's Royal Shoes
3916: T6_SHOES_LEATHER_ROYAL@1                                         : Master's Royal Shoes
3917: T6_SHOES_LEATHER_ROYAL@2                                         : Master's Royal Shoes
3918: T6_SHOES_LEATHER_ROYAL@3                                         : Master's Royal Shoes
3919: T7_SHOES_LEATHER_ROYAL                                           : Grandmaster's Royal Shoes
3920: T7_SHOES_LEATHER_ROYAL@1                                         : Grandmaster's Royal Shoes
3921: T7_SHOES_LEATHER_ROYAL@2                                         : Grandmaster's Royal Shoes
3922: T7_SHOES_LEATHER_ROYAL@3                                         : Grandmaster's Royal Shoes
3923: T8_SHOES_LEATHER_ROYAL                                           : Elder's Royal Shoes
3924: T8_SHOES_LEATHER_ROYAL@1                                         : Elder's Royal Shoes
3925: T8_SHOES_LEATHER_ROYAL@2                                         : Elder's Royal Shoes
3926: T8_SHOES_LEATHER_ROYAL@3                                         : Elder's Royal Shoes
3927: T4_HEAD_PLATE_ROYAL                                              : Adept's Royal Helmet
3928: T4_HEAD_PLATE_ROYAL@1                                            : Adept's Royal Helmet
3929: T4_HEAD_PLATE_ROYAL@2                                            : Adept's Royal Helmet
3930: T4_HEAD_PLATE_ROYAL@3                                            : Adept's Royal Helmet
3931: T5_HEAD_PLATE_ROYAL                                              : Expert's Royal Helmet
3932: T5_HEAD_PLATE_ROYAL@1                                            : Expert's Royal Helmet
3933: T5_HEAD_PLATE_ROYAL@2                                            : Expert's Royal Helmet
3934: T5_HEAD_PLATE_ROYAL@3                                            : Expert's Royal Helmet
3935: T6_HEAD_PLATE_ROYAL                                              : Master's Royal Helmet
3936: T6_HEAD_PLATE_ROYAL@1                                            : Master's Royal Helmet
3937: T6_HEAD_PLATE_ROYAL@2                                            : Master's Royal Helmet
3938: T6_HEAD_PLATE_ROYAL@3                                            : Master's Royal Helmet
3939: T7_HEAD_PLATE_ROYAL                                              : Grandmaster's Royal Helmet
3940: T7_HEAD_PLATE_ROYAL@1                                            : Grandmaster's Royal Helmet
3941: T7_HEAD_PLATE_ROYAL@2                                            : Grandmaster's Royal Helmet
3942: T7_HEAD_PLATE_ROYAL@3                                            : Grandmaster's Royal Helmet
3943: T8_HEAD_PLATE_ROYAL                                              : Elder's Royal Helmet
3944: T8_HEAD_PLATE_ROYAL@1                                            : Elder's Royal Helmet
3945: T8_HEAD_PLATE_ROYAL@2                                            : Elder's Royal Helmet
3946: T8_HEAD_PLATE_ROYAL@3                                            : Elder's Royal Helmet
3947: T4_ARMOR_PLATE_ROYAL                                             : Adept's Royal Armor
3948: T4_ARMOR_PLATE_ROYAL@1                                           : Adept's Royal Armor
3949: T4_ARMOR_PLATE_ROYAL@2                                           : Adept's Royal Armor
3950: T4_ARMOR_PLATE_ROYAL@3                                           : Adept's Royal Armor
3951: T5_ARMOR_PLATE_ROYAL                                             : Expert's Royal Armor
3952: T5_ARMOR_PLATE_ROYAL@1                                           : Expert's Royal Armor
3953: T5_ARMOR_PLATE_ROYAL@2                                           : Expert's Royal Armor
3954: T5_ARMOR_PLATE_ROYAL@3                                           : Expert's Royal Armor
3955: T6_ARMOR_PLATE_ROYAL                                             : Master's Royal Armor
3956: T6_ARMOR_PLATE_ROYAL@1                                           : Master's Royal Armor
3957: T6_ARMOR_PLATE_ROYAL@2                                           : Master's Royal Armor
3958: T6_ARMOR_PLATE_ROYAL@3                                           : Master's Royal Armor
3959: T7_ARMOR_PLATE_ROYAL                                             : Grandmaster's Royal Armor
3960: T7_ARMOR_PLATE_ROYAL@1                                           : Grandmaster's Royal Armor
3961: T7_ARMOR_PLATE_ROYAL@2                                           : Grandmaster's Royal Armor
3962: T7_ARMOR_PLATE_ROYAL@3                                           : Grandmaster's Royal Armor
3963: T8_ARMOR_PLATE_ROYAL                                             : Elder's Royal Armor
3964: T8_ARMOR_PLATE_ROYAL@1                                           : Elder's Royal Armor
3965: T8_ARMOR_PLATE_ROYAL@2                                           : Elder's Royal Armor
3966: T8_ARMOR_PLATE_ROYAL@3                                           : Elder's Royal Armor
3967: T4_SHOES_PLATE_ROYAL                                             : Adept's Royal Boots
3968: T4_SHOES_PLATE_ROYAL@1                                           : Adept's Royal Boots
3969: T4_SHOES_PLATE_ROYAL@2                                           : Adept's Royal Boots
3970: T4_SHOES_PLATE_ROYAL@3                                           : Adept's Royal Boots
3971: T5_SHOES_PLATE_ROYAL                                             : Expert's Royal Boots
3972: T5_SHOES_PLATE_ROYAL@1                                           : Expert's Royal Boots
3973: T5_SHOES_PLATE_ROYAL@2                                           : Expert's Royal Boots
3974: T5_SHOES_PLATE_ROYAL@3                                           : Expert's Royal Boots
3975: T6_SHOES_PLATE_ROYAL                                             : Master's Royal Boots
3976: T6_SHOES_PLATE_ROYAL@1                                           : Master's Royal Boots
3977: T6_SHOES_PLATE_ROYAL@2                                           : Master's Royal Boots
3978: T6_SHOES_PLATE_ROYAL@3                                           : Master's Royal Boots
3979: T7_SHOES_PLATE_ROYAL                                             : Grandmaster's Royal Boots
3980: T7_SHOES_PLATE_ROYAL@1                                           : Grandmaster's Royal Boots
3981: T7_SHOES_PLATE_ROYAL@2                                           : Grandmaster's Royal Boots
3982: T7_SHOES_PLATE_ROYAL@3                                           : Grandmaster's Royal Boots
3983: T8_SHOES_PLATE_ROYAL                                             : Elder's Royal Boots
3984: T8_SHOES_PLATE_ROYAL@1                                           : Elder's Royal Boots
3985: T8_SHOES_PLATE_ROYAL@2                                           : Elder's Royal Boots
3986: T8_SHOES_PLATE_ROYAL@3                                           : Elder's Royal Boots
1531: T1_OFF_SHIELD                                                    : Beginner's Shield
1532: T2_OFF_SHIELD                                                    : Novice's Shield
1533: T3_OFF_SHIELD                                                    : Journeyman's Shield
1534: T4_OFF_SHIELD                                                    : Adept's Shield
1535: T4_OFF_SHIELD@1                                                  : Adept's Shield
1536: T4_OFF_SHIELD@2                                                  : Adept's Shield
1537: T4_OFF_SHIELD@3                                                  : Adept's Shield
1538: T5_OFF_SHIELD                                                    : Expert's Shield
1539: T5_OFF_SHIELD@1                                                  : Expert's Shield
1540: T5_OFF_SHIELD@2                                                  : Expert's Shield
1541: T5_OFF_SHIELD@3                                                  : Expert's Shield
1542: T6_OFF_SHIELD                                                    : Master's Shield
1543: T6_OFF_SHIELD@1                                                  : Master's Shield
1544: T6_OFF_SHIELD@2                                                  : Master's Shield
1545: T6_OFF_SHIELD@3                                                  : Master's Shield
1546: T7_OFF_SHIELD                                                    : Grandmaster's Shield
1547: T7_OFF_SHIELD@1                                                  : Grandmaster's Shield
1548: T7_OFF_SHIELD@2                                                  : Grandmaster's Shield
1549: T7_OFF_SHIELD@3                                                  : Grandmaster's Shield
1550: T8_OFF_SHIELD                                                    : Elder's Shield
1551: T8_OFF_SHIELD@1                                                  : Elder's Shield
1552: T8_OFF_SHIELD@2                                                  : Elder's Shield
1553: T8_OFF_SHIELD@3                                                  : Elder's Shield
1554: T4_OFF_TOWERSHIELD_UNDEAD                                        : Adept's Sarcophagus
1555: T4_OFF_TOWERSHIELD_UNDEAD@1                                      : Adept's Sarcophagus
1556: T4_OFF_TOWERSHIELD_UNDEAD@2                                      : Adept's Sarcophagus
1557: T4_OFF_TOWERSHIELD_UNDEAD@3                                      : Adept's Sarcophagus
1558: T5_OFF_TOWERSHIELD_UNDEAD                                        : Expert's Sarcophagus
1559: T5_OFF_TOWERSHIELD_UNDEAD@1                                      : Expert's Sarcophagus
1560: T5_OFF_TOWERSHIELD_UNDEAD@2                                      : Expert's Sarcophagus
1561: T5_OFF_TOWERSHIELD_UNDEAD@3                                      : Expert's Sarcophagus
1562: T6_OFF_TOWERSHIELD_UNDEAD                                        : Master's Sarcophagus
1563: T6_OFF_TOWERSHIELD_UNDEAD@1                                      : Master's Sarcophagus
1564: T6_OFF_TOWERSHIELD_UNDEAD@2                                      : Master's Sarcophagus
1565: T6_OFF_TOWERSHIELD_UNDEAD@3                                      : Master's Sarcophagus
1566: T7_OFF_TOWERSHIELD_UNDEAD                                        : Grandmaster's Sarcophagus
1567: T7_OFF_TOWERSHIELD_UNDEAD@1                                      : Grandmaster's Sarcophagus
1568: T7_OFF_TOWERSHIELD_UNDEAD@2                                      : Grandmaster's Sarcophagus
1569: T7_OFF_TOWERSHIELD_UNDEAD@3                                      : Grandmaster's Sarcophagus
1570: T8_OFF_TOWERSHIELD_UNDEAD                                        : Elder's Sarcophagus
1571: T8_OFF_TOWERSHIELD_UNDEAD@1                                      : Elder's Sarcophagus
1572: T8_OFF_TOWERSHIELD_UNDEAD@2                                      : Elder's Sarcophagus
1573: T8_OFF_TOWERSHIELD_UNDEAD@3                                      : Elder's Sarcophagus
1574: T4_OFF_SHIELD_HELL                                               : Adept's Caitiff Shield
1575: T4_OFF_SHIELD_HELL@1                                             : Adept's Caitiff Shield
1576: T4_OFF_SHIELD_HELL@2                                             : Adept's Caitiff Shield
1577: T4_OFF_SHIELD_HELL@3                                             : Adept's Caitiff Shield
1578: T5_OFF_SHIELD_HELL                                               : Expert's Caitiff Shield
1579: T5_OFF_SHIELD_HELL@1                                             : Expert's Caitiff Shield
1580: T5_OFF_SHIELD_HELL@2                                             : Expert's Caitiff Shield
1581: T5_OFF_SHIELD_HELL@3                                             : Expert's Caitiff Shield
1582: T6_OFF_SHIELD_HELL                                               : Master's Caitiff Shield
1583: T6_OFF_SHIELD_HELL@1                                             : Master's Caitiff Shield
1584: T6_OFF_SHIELD_HELL@2                                             : Master's Caitiff Shield
1585: T6_OFF_SHIELD_HELL@3                                             : Master's Caitiff Shield
1586: T7_OFF_SHIELD_HELL                                               : Grandmaster's Caitiff Shield
1587: T7_OFF_SHIELD_HELL@1                                             : Grandmaster's Caitiff Shield
1588: T7_OFF_SHIELD_HELL@2                                             : Grandmaster's Caitiff Shield
1589: T7_OFF_SHIELD_HELL@3                                             : Grandmaster's Caitiff Shield
1590: T8_OFF_SHIELD_HELL                                               : Elder's Caitiff Shield
1591: T8_OFF_SHIELD_HELL@1                                             : Elder's Caitiff Shield
1592: T8_OFF_SHIELD_HELL@2                                             : Elder's Caitiff Shield
1593: T8_OFF_SHIELD_HELL@3                                             : Elder's Caitiff Shield
1594: T4_OFF_SPIKEDSHIELD_MORGANA                                      : Adept's Facebreaker
1595: T4_OFF_SPIKEDSHIELD_MORGANA@1                                    : Adept's Facebreaker
1596: T4_OFF_SPIKEDSHIELD_MORGANA@2                                    : Adept's Facebreaker
1597: T4_OFF_SPIKEDSHIELD_MORGANA@3                                    : Adept's Facebreaker
1598: T5_OFF_SPIKEDSHIELD_MORGANA                                      : Expert's Facebreaker
1599: T5_OFF_SPIKEDSHIELD_MORGANA@1                                    : Expert's Facebreaker
1600: T5_OFF_SPIKEDSHIELD_MORGANA@2                                    : Expert's Facebreaker
1601: T5_OFF_SPIKEDSHIELD_MORGANA@3                                    : Expert's Facebreaker
1602: T6_OFF_SPIKEDSHIELD_MORGANA                                      : Master's Facebreaker
1603: T6_OFF_SPIKEDSHIELD_MORGANA@1                                    : Master's Facebreaker
1604: T6_OFF_SPIKEDSHIELD_MORGANA@2                                    : Master's Facebreaker
1605: T6_OFF_SPIKEDSHIELD_MORGANA@3                                    : Master's Facebreaker
1606: T7_OFF_SPIKEDSHIELD_MORGANA                                      : Grandmaster's Facebreaker
1607: T7_OFF_SPIKEDSHIELD_MORGANA@1                                    : Grandmaster's Facebreaker
1608: T7_OFF_SPIKEDSHIELD_MORGANA@2                                    : Grandmaster's Facebreaker
1609: T7_OFF_SPIKEDSHIELD_MORGANA@3                                    : Grandmaster's Facebreaker
1610: T8_OFF_SPIKEDSHIELD_MORGANA                                      : Elder's Facebreaker
1611: T8_OFF_SPIKEDSHIELD_MORGANA@1                                    : Elder's Facebreaker
1612: T8_OFF_SPIKEDSHIELD_MORGANA@2                                    : Elder's Facebreaker
1613: T8_OFF_SPIKEDSHIELD_MORGANA@3                                    : Elder's Facebreaker
1614: T4_OFF_SHIELD_AVALON                                             : Adept's Astral Aegis
1615: T4_OFF_SHIELD_AVALON@1                                           : Adept's Astral Aegis
1616: T4_OFF_SHIELD_AVALON@2                                           : Adept's Astral Aegis
1617: T4_OFF_SHIELD_AVALON@3                                           : Adept's Astral Aegis
1618: T5_OFF_SHIELD_AVALON                                             : Expert's Astral Aegis
1619: T5_OFF_SHIELD_AVALON@1                                           : Expert's Astral Aegis
1620: T5_OFF_SHIELD_AVALON@2                                           : Expert's Astral Aegis
1621: T5_OFF_SHIELD_AVALON@3                                           : Expert's Astral Aegis
1622: T6_OFF_SHIELD_AVALON                                             : Master's Astral Aegis
1623: T6_OFF_SHIELD_AVALON@1                                           : Master's Astral Aegis
1624: T6_OFF_SHIELD_AVALON@2                                           : Master's Astral Aegis
1625: T6_OFF_SHIELD_AVALON@3                                           : Master's Astral Aegis
1626: T7_OFF_SHIELD_AVALON                                             : Grandmaster's Astral Aegis
1627: T7_OFF_SHIELD_AVALON@1                                           : Grandmaster's Astral Aegis
1628: T7_OFF_SHIELD_AVALON@2                                           : Grandmaster's Astral Aegis
1629: T7_OFF_SHIELD_AVALON@3                                           : Grandmaster's Astral Aegis
1630: T8_OFF_SHIELD_AVALON                                             : Elder's Astral Aegis
1631: T8_OFF_SHIELD_AVALON@1                                           : Elder's Astral Aegis
1632: T8_OFF_SHIELD_AVALON@2                                           : Elder's Astral Aegis
1633: T8_OFF_SHIELD_AVALON@3                                           : Elder's Astral Aegis
1634: T2_OFF_BOOK                                                      : Novice's Tome of Spells
1635: T3_OFF_BOOK                                                      : Journeyman's Tome of Spells
1636: T4_OFF_BOOK                                                      : Adept's Tome of Spells
1637: T4_OFF_BOOK@1                                                    : Adept's Tome of Spells
1638: T4_OFF_BOOK@2                                                    : Adept's Tome of Spells
1639: T4_OFF_BOOK@3                                                    : Adept's Tome of Spells
1640: T5_OFF_BOOK                                                      : Expert's Tome of Spells
1641: T5_OFF_BOOK@1                                                    : Expert's Tome of Spells
1642: T5_OFF_BOOK@2                                                    : Expert's Tome of Spells
1643: T5_OFF_BOOK@3                                                    : Expert's Tome of Spells
1644: T6_OFF_BOOK                                                      : Master's Tome of Spells
1645: T6_OFF_BOOK@1                                                    : Master's Tome of Spells
1646: T6_OFF_BOOK@2                                                    : Master's Tome of Spells
1647: T6_OFF_BOOK@3                                                    : Master's Tome of Spells
1648: T7_OFF_BOOK                                                      : Grandmaster's Tome of Spells
1649: T7_OFF_BOOK@1                                                    : Grandmaster's Tome of Spells
1650: T7_OFF_BOOK@2                                                    : Grandmaster's Tome of Spells
1651: T7_OFF_BOOK@3                                                    : Grandmaster's Tome of Spells
1652: T8_OFF_BOOK                                                      : Rosalia's Diary
1653: T8_OFF_BOOK@1                                                    : Rosalia's Diary
1654: T8_OFF_BOOK@2                                                    : Rosalia's Diary
1655: T8_OFF_BOOK@3                                                    : Rosalia's Diary
1656: T4_OFF_ORB_MORGANA                                               : Adept's Eye of Secrets
1657: T4_OFF_ORB_MORGANA@1                                             : Adept's Eye of Secrets
1658: T4_OFF_ORB_MORGANA@2                                             : Adept's Eye of Secrets
1659: T4_OFF_ORB_MORGANA@3                                             : Adept's Eye of Secrets
1660: T5_OFF_ORB_MORGANA                                               : Expert's Eye of Secrets
1661: T5_OFF_ORB_MORGANA@1                                             : Expert's Eye of Secrets
1662: T5_OFF_ORB_MORGANA@2                                             : Expert's Eye of Secrets
1663: T5_OFF_ORB_MORGANA@3                                             : Expert's Eye of Secrets
1664: T6_OFF_ORB_MORGANA                                               : Master's Eye of Secrets
1665: T6_OFF_ORB_MORGANA@1                                             : Master's Eye of Secrets
1666: T6_OFF_ORB_MORGANA@2                                             : Master's Eye of Secrets
1667: T6_OFF_ORB_MORGANA@3                                             : Master's Eye of Secrets
1668: T7_OFF_ORB_MORGANA                                               : Grandmaster's Eye of Secrets
1669: T7_OFF_ORB_MORGANA@1                                             : Grandmaster's Eye of Secrets
1670: T7_OFF_ORB_MORGANA@2                                             : Grandmaster's Eye of Secrets
1671: T7_OFF_ORB_MORGANA@3                                             : Grandmaster's Eye of Secrets
1672: T8_OFF_ORB_MORGANA                                               : Elder's Eye of Secrets
1673: T8_OFF_ORB_MORGANA@1                                             : Elder's Eye of Secrets
1674: T8_OFF_ORB_MORGANA@2                                             : Elder's Eye of Secrets
1675: T8_OFF_ORB_MORGANA@3                                             : Elder's Eye of Secrets
1676: T4_OFF_DEMONSKULL_HELL                                           : Adept's Muisak
1677: T4_OFF_DEMONSKULL_HELL@1                                         : Adept's Muisak
1678: T4_OFF_DEMONSKULL_HELL@2                                         : Adept's Muisak
1679: T4_OFF_DEMONSKULL_HELL@3                                         : Adept's Muisak
1680: T5_OFF_DEMONSKULL_HELL                                           : Expert's Muisak
1681: T5_OFF_DEMONSKULL_HELL@1                                         : Expert's Muisak
1682: T5_OFF_DEMONSKULL_HELL@2                                         : Expert's Muisak
1683: T5_OFF_DEMONSKULL_HELL@3                                         : Expert's Muisak
1684: T6_OFF_DEMONSKULL_HELL                                           : Master's Muisak
1685: T6_OFF_DEMONSKULL_HELL@1                                         : Master's Muisak
1686: T6_OFF_DEMONSKULL_HELL@2                                         : Master's Muisak
1687: T6_OFF_DEMONSKULL_HELL@3                                         : Master's Muisak
1688: T7_OFF_DEMONSKULL_HELL                                           : Grandmaster's Muisak
1689: T7_OFF_DEMONSKULL_HELL@1                                         : Grandmaster's Muisak
1690: T7_OFF_DEMONSKULL_HELL@2                                         : Grandmaster's Muisak
1691: T7_OFF_DEMONSKULL_HELL@3                                         : Grandmaster's Muisak
1692: T8_OFF_DEMONSKULL_HELL                                           : Elder's Muisak
1693: T8_OFF_DEMONSKULL_HELL@1                                         : Elder's Muisak
1694: T8_OFF_DEMONSKULL_HELL@2                                         : Elder's Muisak
1695: T8_OFF_DEMONSKULL_HELL@3                                         : Elder's Muisak
1696: T4_OFF_TOTEM_KEEPER                                              : Adept's Taproot
1697: T4_OFF_TOTEM_KEEPER@1                                            : Adept's Taproot
1698: T4_OFF_TOTEM_KEEPER@2                                            : Adept's Taproot
1699: T4_OFF_TOTEM_KEEPER@3                                            : Adept's Taproot
1700: T5_OFF_TOTEM_KEEPER                                              : Expert's Taproot
1701: T5_OFF_TOTEM_KEEPER@1                                            : Expert's Taproot
1702: T5_OFF_TOTEM_KEEPER@2                                            : Expert's Taproot
1703: T5_OFF_TOTEM_KEEPER@3                                            : Expert's Taproot
1704: T6_OFF_TOTEM_KEEPER                                              : Master's Taproot
1705: T6_OFF_TOTEM_KEEPER@1                                            : Master's Taproot
1706: T6_OFF_TOTEM_KEEPER@2                                            : Master's Taproot
1707: T6_OFF_TOTEM_KEEPER@3                                            : Master's Taproot
1708: T7_OFF_TOTEM_KEEPER                                              : Grandmaster's Taproot
1709: T7_OFF_TOTEM_KEEPER@1                                            : Grandmaster's Taproot
1710: T7_OFF_TOTEM_KEEPER@2                                            : Grandmaster's Taproot
1711: T7_OFF_TOTEM_KEEPER@3                                            : Grandmaster's Taproot
1712: T8_OFF_TOTEM_KEEPER                                              : Elder's Taproot
1713: T8_OFF_TOTEM_KEEPER@1                                            : Elder's Taproot
1714: T8_OFF_TOTEM_KEEPER@2                                            : Elder's Taproot
1715: T8_OFF_TOTEM_KEEPER@3                                            : Elder's Taproot
